Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
gluProject,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluPwlCurve,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluQuadricCallback,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluQuadricDrawStyle,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluQuadricNormals,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluQuadricOrientation,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluQuadricTexture,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluScaleImage,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluSphere,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessBeginContour,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessBeginPolygon,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessCallback,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessEndContour,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessEndPolygon,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessNormal,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessProperty,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluTessVertex,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
gluUnProject,Yes,Yes,No,OpenGL Utils,glu32.lib,glu.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2d,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2dv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2f,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2fv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2i,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2iv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2s,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex2sv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3d,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3dv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3f,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3fv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3i,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3iv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3s,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex3sv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4d,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4dv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4f,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4fv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4i,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4iv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4s,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertex4sv,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glVertexPointerEXT,Yes,Yes,No,OpenGL extensions,,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
glViewport,Yes,Yes,No,OpenGL,opengl32.lib,gl.h,"""Windows 95: OpenGL is available as a redistributable""",New for Windows NT 3.5,No,function
GrayString,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
Handler,Yes,Yes,No,callback/service,,,,,No,function
HandlerRoutine,Yes,Yes,No,callback/console,,,,,No,function
HeapAlloc,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapCompact,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 3.5,No,function
HeapCreate,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapDestroy,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapFree,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapLock,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 3.5,No,function
HeapReAlloc,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapSize,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
HeapUnlock,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 3.5,No,function
HeapValidate,Yes,No,in debug version only,Kernel,kernel32.lib,winbase.h,,New for Windows NT 3.5,No,function
HeapWalk,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 3.5,No,function
HideCaret,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
HiliteMenuItem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
htonl,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
htons,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
I_BrowserDebugTrace,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_BrowserQueryOtherDomains,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_BrowserQueryStatistics,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_BrowserResetNetlogonState,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_BrowserResetStatistics,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_BrowserServerEnum,Yes,No,No,Network/LM,netapi32.lib,lmbrowsr.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_NetLogonControl,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_NetLogonControl2,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function
I_RpcAllocate,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcBindingCopy,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcBindingInqDynamicEndpoint,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcBindingInqTransportType,Yes,Yes,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcBindingIsClientLocal,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcClearMutex,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcDeleteMutex,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcFree,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcFreeBuffer,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcGetAssociationContext,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcGetBuffer,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcGetCurrentCallHandle,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcIfInqTransferSyntaxes,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcMapWin32Status,Yes,No,No,RPC,rpcrt4.lib,rpc.h,,,No,function
I_RpcMonitorAssociation,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcNsBindingSetEntryName,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcNsGetBuffer,Yes,No,No,RPC,rpcns4.lib,rpcnsip.h,,,No,function
I_RpcNsRaiseException,Yes,No,No,RPC,rpcns4.lib,rpcnsip.h,,,No,function
I_RpcNsSendReceive,Yes,No,No,RPC,rpcns4.lib,rpcnsip.h,,,No,function
I_RpcPauseExecution,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcReBindBuffer,Yes,No,No,RPC,rpcns4.lib,rpcdcep.h,,,No,function
I_RpcRequestMutex,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcSendReceive,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcServerRegisterForwardFunction,Yes,Yes,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcSetAssociationContext,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcSsDontSerializeContext,Yes,Yes,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_RpcStopMonitorAssociation,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
I_UuidCreate,Yes,No,No,RPC,rpcrt4.lib,rpcdcep.h,,,No,function
ICClose,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
ICCompress,Yes,Yes,No,mm,vfw32.lib,vfw.h,,,No,function
ICCompressorChoose,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICCompressorFree,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICDecompress,Yes,Yes,No,mm,vfw32.lib,vfw.h,,,No,function
ICDecompressEx,Yes,Yes,No,mm,,vfw.h,,,No,function
ICDecompressExBegin,Yes,Yes,No,mm,,vfw.h,,,No,function
ICDecompressExQuery,Yes,Yes,No,mm,,vfw.h,,,No,function
ICDraw,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICDrawBegin,Yes,Yes,No,mm,vfw32.lib,vfw.h,,,No,function
ICDrawSuggestFormat,Yes,Yes,No,mm,,vfw.h,,,No,function
ICGetDisplayFormat,Yes,Yes,No,mm,vfw32.lib,vfw.h,,,No,function
ICGetInfo,Yes,Yes,No,mm,vfw32.lib,vfw.h,,,No,function
ICImageCompress,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICImageDecompress,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICInfo,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICInstall,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICLocate,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICOpen,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICOpenFunction,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICRemove,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICSendMessage,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICSeqCompressFrame,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICSeqCompressFrameEnd,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICSeqCompressFrameStart,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
ICSetState,Yes,Yes,No,mm/macro,vfw32.lib,vfw.h,,,No,function
ICSetStatusProc,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
IIDFromString,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
ImageAddCertificate,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImageDirectoryEntryToData,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImageEnumerateCertificates,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImageGetCertificateData,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable. ,New for Windows 95; added to Windows NT 4.0,No,function
ImageGetCertificateHeader,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImageGetDigestStream,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImagehlpApiVersion,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImagehlpApiVersionEx,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,New for Windows 95; added to Windows NT 4.0,No,function
ImageList_Add,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_AddMasked,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_BeginDrag,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Create,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Destroy,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_DragEnter,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_DragLeave,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_DragMove,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_DragShowNolock,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Draw,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_DrawEx,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_EndDrag,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetBkColor,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetDragImage,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetIcon,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetIconSize,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetImageCount,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_GetImageInfo,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_LoadImage,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,WinNT,function
ImageList_Merge,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Read,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Remove,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Replace,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_ReplaceIcon,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_SetBkColor,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_SetDragCursorImage,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_SetIconSize,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_SetOverlayImage,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageList_Write,Yes,Yes,Yes,,comctl32.lib,commctrl.h,,New for Windows NT 3.51 and Windows 95,No,function
ImageLoad,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ImageNtHeader,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ImageRemoveCertificate,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable. ,New for Windows 95; added to Windows NT 4.0,No,function
ImageRvaToSection,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ImageRvaToVa,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ImageUnload,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ImmAssociateContext,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,No,function
ImmConfigureIME,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
ImmCreateContext,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,No,function
ImmDestroyContext,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,No,function
ImmEnumRegisterWord,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
ImmEscape,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
ImmGetCandidateList,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
ImmGetCandidateListCount,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
ImmGetCandidateWindow,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,No,function
ImmGetCompositionFont,Yes,Yes,No,,imm32.lib,imm.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
